SITE,YEAR,MONTH,MAIN_CATEGORY,SUB_CATEGORY,TOTAL_VIEWS,TOTAL_PURCHASES
amazon.com,21,1,Sports & Outdoors,Sports & Outdoors - Sports & Fitness,171240281.203887,9291253.60929381
amazon.com,21,1,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Painting, Drawing & Art Supplies",18822799.1160268,1558768.97750048
amazon.com,21,1,Toys & Games,Toys & Games - Hobbies,14503154.9955277,680408.996350568
amazon.com,21,1,Tools & Home Improvement,Tools & Home Improvement - Building Supplies,15415625.6237785,988284.064287207
amazon.com,21,1,Video Games,Video Games - PC,45999784.4367967,1589347.36168352
amazon.com,21,1,Books,N/A,15265748.9004228,671031.110898084
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Soundtracks,697202.978719388,22052.799292651
amazon.com,21,1,All Electronics,N/A,1552809.32130595,65627.753077824
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Outdoor Décor",12736699.2873228,1023758.96320731
amazon.com,21,1,Health & Household,Health & Household - Vision,3156778.48568044,349496.938631354
amazon.com,21,1,Toys & Games,Toys & Games - Games & Accessories,32329958.4343503,1835202.45902078
amazon.com,21,1,Kindle Store,Kindle Store - Kindle eBooks,107716088.832603,283868.235396124
amazon.com,21,1,Beauty & Personal Care,Beauty & Personal Care - Makeup,14121497.7624952,1051756.48584683
amazon.com,21,1,Books,Books - Reference,6353548.11629475,316592.593447098
amazon.com,21,1,Toys & Games,Toys & Games - Kids' Electronics,5509410.7056637,278331.590719047
amazon.com,21,1,Amazon Music Unlimited,Amazon Music Unlimited - Prime Music,28462.166214193,215.324222017
amazon.com,21,1,Grocery,N/A,2906923.89999003,758160.876839416
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Janitorial & Sanitation Supplies,2396946.731937,172712.659946086
amazon.com,21,1,Home & Kitchen,Home & Kitchen - Seasonal Décor,7068645.0307353,496126.000947857
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Patio Furniture & Accessories",6080215.24581584,243236.038224371
amazon.com,21,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Outdoor Heating & Cooling",2042190.4492504,108161.72905241
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Latin Music,53201.433050157,2731.447300245
amazon.com,21,1,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Scrapbooking & Stamping",5021770.93388004,377328.626790028
amazon.com,21,1,Lab & Scientific Products,Lab & Scientific Products - Lab Instruments & Equipment,76619.671074493,2377.213354559
amazon.com,21,1,Baby Products,Baby Products - Safety,2677665.3544082,205587.881965466
amazon.com,21,1,Grocery & Gourmet Food,Grocery & Gourmet Food - Home Brewing & Winemaking,161826.029424576,41437.14788585
amazon.com,21,1,Industrial & Scientific,N/A,870678.080391966,67049.229261099
amazon.com,21,1,Grocery & Gourmet Food,Grocery & Gourmet Food - Breakfast Foods,3702723.66546829,1420242.57189106
amazon.com,21,1,Software,Software - Programming & Web Development,20055.619231098,1395.569049894
amazon.com,21,1,Home Audio & Theater,N/A,961048.460460236,44948.39422365
amazon.com,21,1,Musical Instruments,"Musical Instruments - Electronic Music, DJ & Karaoke",2236561.82485238,76118.91176167
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Comedy & Spoken Word,53321.526578487,2107.973517544
amazon.com,21,1,Baby,N/A,326354.163236575,20792.196934779
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Robotics,36808.666433122,1713.755764696
amazon.com,21,1,Grocery & Gourmet Food,Grocery & Gourmet Food - Cooking & Baking,7085.518171466,2916.264983395
amazon.com,21,1,Pet Supplies,Pet Supplies - Top Dog Supplies,108144.222261099,11509.165001385
amazon.com,21,1,Movies & TV,Movies & TV - 3-6 Years,37649.321131432,1513.783616727
amazon.com,21,1,Handmade,Handmade - Gifts,180.140292495,3.027497207
amazon.com,21,1,Instrument Accessories,Instrument Accessories - Drum & Percussion Accessories,24078.75243015,1339.687143891
amazon.com,21,1,Pet Supplies,Pet Supplies - V4 Customers Keep It - 30%,22097.209212706,3383.549739198
amazon.com,21,1,Movies & TV,Movies & TV - Disney Home Video,26420.576232584,381.678799928
amazon.com,21,1,Pet Supplies,Pet Supplies - Specialty Pet Food,1260.982047464,154.641220672
amazon.com,21,1,Baby Products,Baby Products - Baby Stationery,600.46764165,30.287840595
target.com,22,6,Target,Target - Holiday Shop,595124.51082433,37197.043888981
target.com,22,6,Target,Target - Pets,1037235.0327373,114840.367939746
amazon.com,21,3,Baby Products,Baby Products - Baby Care,3429628.63269189,374176.086571224
amazon.com,21,3,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Girls",17453186.6796914,1000688.98304907
amazon.com,21,3,Office Products,Office Products - Office & School Supplies,93750040.6552817,9885002.44962187
amazon.com,21,3,Toys & Games,Toys & Games - Stuffed Animals & Plush Toys,10545110.5591757,474136.696831771
amazon.com,21,3,Automotive,Automotive - Tires & Wheels,4593313.15757668,251179.259089562
amazon.com,21,3,Pet Supplies,Pet Supplies - Cats,20550537.8915832,2554381.1837005
amazon.com,21,3,Electronics,Electronics - Security & Surveillance,4251937.94769607,230722.610325546
amazon.com,21,3,Small Appliance Parts & Accessories,Small Appliance Parts & Accessories - Coffee & Espresso Machine Parts & Accessories,1592707.71584258,212574.524694939
amazon.com,21,3,Pet Supplies,Pet Supplies - Pet Birthday,39185.901987689,5286.834528121
amazon.com,21,3,Software,Software - Lifestyle & Hobbies,75041.894246531,3156.151530466
amazon.com,21,3,Video Games,Video Games - Nintendo 3DS & 2DS,1258586.95215695,49148.14001214
amazon.com,21,3,Electronics,Electronics - Video Projectors,2667673.93152307,71461.667685042
amazon.com,22,1,Books,N/A,13156307.4710896,628295.131924023
amazon.com,22,1,Health & Personal Care,N/A,3343665.37408192,300980.016246011
amazon.com,21,1,Tools & Home Improvement,Tools & Home Improvement - Power & Hand Tools,53977957.8043387,3491128.1414641
amazon.com,21,1,Books,Books - Self-Help,5890347.37752623,277205.259810147
amazon.com,21,1,Industrial & Scientific,Industrial & Scientific - Professional Dental Supplies,354636.189158273,36539.259822643
amazon.com,21,1,Beauty & Personal Care,Beauty & Personal Care - Oral Care,13938054.8979713,1734369.78235734
amazon.com,21,1,Beauty & Personal Care,Beauty & Personal Care - Fragrance,3896614.66695696,223999.048266184
amazon.com,21,1,Toys & Games,Toys & Games - Play Vehicles,4700220.51177666,246818.620484076
amazon.com,21,1,Collectibles & Fine Art,Collectibles & Fine Art - Entertainment,279397.593659574,4472.655111671
amazon.com,21,1,Software,N/A,92952.390927363,5062.66222959
amazon.com,21,1,Baby Products,Baby Products - Travel Gear,563719.021980674,27054.227585116
amazon.com,21,1,Video Games,Video Games - PlayStation 5,9147163.7723055,112003.846231911
amazon.com,21,1,Books,"Books - Lesbian, Gay, Bisexual & Transgender Books",400692.057272799,18162.733671574
amazon.com,21,1,Appliances,Appliances - Dishwashers,322871.450915007,7458.47973628
amazon.com,21,1,Movies & TV,Movies & TV - Docurama,5284.115246517,152.421162931
amazon.com,21,1,Pet Supplies,Pet Supplies - Pets Low Return Rate Alert,17413.561607839,2624.362868801
amazon.com,21,1,Musical Instruments,Musical Instruments - Stringed Instruments,59266.156230819,1251.595107127
amazon.com,21,1,Pet Supplies,Pet Supplies - Dog Harnesses,23057.957439346,1310.373302909
amazon.com,21,1,CDs & Vinyl,CDs & Vinyl - Reggae,36448.385848133,2576.726491478
amazon.com,21,1,Handmade,Handmade - Jewelry,3782.946142393,39.191166171
amazon.com,21,1,Premium Beauty,N/A,85986.966284227,8697.59458632
amazon.com,21,1,Software,Software - Video,90190.239775775,2786.366490177
amazon.com,21,1,Grocery & Gourmet Food,"Grocery & Gourmet Food - Dried Beans, Grains & Rice",720.56116998,506.454187115
amazon.com,21,1,Heavy Duty & Commercial Vehicle Equipment,Heavy Duty & Commercial Vehicle Equipment - Heavy Duty & Commercial Vehicles Parts,17653.748664499,271.208101342
amazon.com,21,1,Department,Department - Books,3842.992906558,321.749137878
target.com,22,6,N/A,N/A,2302571.33141875,141525.619492956
target.com,22,6,Target,Target - College,212116.299404961,17290.611904168
bestbuy.com,22,3,Best Buy,Best Buy - Customer Service,71986.965823437,4654.810460806
amazon.com,21,3,Beauty & Personal Care,Beauty & Personal Care - Hair Care,40006427.4224816,3509572.65732047
amazon.com,21,3,Car Electronics,N/A,68501.000136294,1966.431517106
amazon.com,21,3,Electronics,Electronics - Accessories & Supplies,43630796.3116373,4776355.99812816
amazon.com,21,3,Musical Instruments,Musical Instruments - Studio Recording Equipment,7777777.18648216,254601.426235534
amazon.com,21,3,Electronics,Electronics - Television & Video,13587577.7232154,493353.474921311
amazon.com,21,3,Home & Kitchen,Home & Kitchen - Vacuums & Floor Care,11550327.0585716,827534.681545663
amazon.com,21,3,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Luggage & Travel Gear",13164917.0383466,606883.343738564
amazon.com,21,3,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Fabric",2370182.17485477,126846.629726154
amazon.com,21,3,Toys & Games,Toys & Games - Learning & Education,4750413.54156982,314856.240528182
amazon.com,21,3,Beauty & Personal Care,Beauty & Personal Care - Makeup,13964452.1493124,1102970.17820381
amazon.com,21,3,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Needlework",1031974.70257412,71402.145912287
amazon.com,21,3,Tools & Home Improvement,Tools & Home Improvement - Welding & Soldering,4420633.55306644,331096.664317739
amazon.com,21,3,Industrial & Scientific,Industrial & Scientific - Raw Materials,1572490.40677457,98037.070449163
amazon.com,21,3,Health & Household,Health & Household - Sexual Wellness,9338791.29722695,747619.707903839
amazon.com,21,3,Health & Household,Health & Household - Vision,3659154.55328746,435435.451653991
amazon.com,21,3,Toys & Games,Toys & Games - Building Toys,11962224.9994953,359378.72642841
amazon.com,21,3,Musical Instruments,Musical Instruments - Band & Orchestra,832299.044190723,25802.534462541
amazon.com,21,3,Handmade Products,Handmade Products - Jewelry,845915.996474761,41423.718853516
amazon.com,21,3,Hobbies,Hobbies - Remote & App Controlled Vehicles & Parts,310751.932909961,20391.741601113
amazon.com,21,3,Video Games,Video Games - PlayStation 5,7372836.37838479,102688.748184009
amazon.com,21,3,Pet Supplies,Pet Supplies - Dog Stocking Stuffers: Toys & Treats,44656.467970796,4943.551155803
amazon.com,21,3,Cell Phones & Accessories,Cell Phones & Accessories - SIM Cards & Prepaid Minutes,459943.781297081,31878.05823723
amazon.com,21,3,Food Service Equipment & Supplies,Food Service Equipment & Supplies - Restaurant Appliances & Equipment,135039.732039518,4765.846557609
amazon.com,21,3,Home & Kitchen,Home & Kitchen - Kids' Home Store,79739.445471155,5980.182710359
amazon.com,21,3,Pet Supplies,Pet Supplies - Pet Behavior Center,17303.638055262,1243.900736948
amazon.com,22,1,Books,Books - Comics & Graphic Novels,10631787.9919789,543714.126298442
amazon.com,22,1,Handmade Products,Handmade Products - Home & Kitchen,2011817.22524427,81559.708968173
amazon.com,22,1,Beauty & Personal Care,Beauty & Personal Care - Hair Care,41029151.047687,3597145.9918065
amazon.com,22,1,Toys & Games,Toys & Games - Puzzles,8059443.88853593,611680.574675625
amazon.com,22,1,Amazon Home,N/A,5576621.75243726,344317.314377479
amazon.com,22,1,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Beading & Jewelry Making",8908828.3146991,647460.170210081
amazon.com,22,1,CDs & Vinyl,CDs & Vinyl - Soundtracks,592993.511688962,22243.592575729
amazon.com,22,1,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Model & Hobby Building",6641415.92580145,311338.784269286
amazon.com,22,1,Sports & Outdoors,Sports & Outdoors - Sports & Fitness,3115046.16325498,190338.747143321
amazon.com,22,1,CDs & Vinyl,CDs & Vinyl - Indie & Alternative,944397.07417131,46538.494444228
amazon.com,22,1,Electronics,Electronics - Portable Audio & Video,11870772.0200247,647364.758140922
amazon.com,21,1,Handmade Products,Handmade Products - Beauty & Grooming,156902.194763049,8408.444661301
amazon.com,21,1,Software,Software - Music,24679.2200718,605.474603426
amazon.com,21,1,Magazine Subscriptions,Magazine Subscriptions - Automotive & Motorcycles,20055.619231098,1268.582559166
amazon.com,21,1,Video Games,Video Games - Wii,900.701462474,27.235166926
amazon.com,21,1,Software,Software - Networking & Servers,24318.93948681,1017.891913082
amazon.com,21,1,Audible Books & Originals,Audible Books & Originals - Business & Careers,1441.122339959,18.312806855
amazon.com,21,1,Pet Supplies,Pet Supplies - Pet Food,10027.809615549,835.418894451
amazon.com,21,1,Tools & Home Improvement,Tools & Home Improvement - Best Sellers,4383.413784042,169.324112117
target.com,22,6,Target,Target - New,15774.638032099,452.286793456
amazon.com,21,3,Camera & Photo,N/A,234996.486578677,8354.199111201
amazon.com,21,3,Toys & Games,N/A,6025887.89306592,287146.765731398
amazon.com,21,3,Toys & Games,Toys & Games - Arts & Crafts,5589550.79323942,471908.49284098
amazon.com,21,3,Pet Supplies,Pet Supplies - Dog Food & Supplies,17303.638055262,1758.548546763
amazon.com,21,3,Musical Instruments,Musical Instruments - Wind & Woodwind Instruments,500675.712801735,29079.823945765
amazon.com,21,3,Handmade Products,Handmade Products - Stationery & Party Supplies,184869.452624774,7172.993914697
amazon.com,21,3,Industrial & Scientific,Industrial & Scientific - Packaging & Shipping Supplies,714325.099511549,92989.736027814
amazon.com,21,3,Pet Supplies,Pet Supplies - Top Cat Supplies,65349.478428635,6256.356651986
amazon.com,21,3,Grocery & Gourmet Food,Grocery & Gourmet Food - Frozen,4687680.42078527,8509633.37743116
amazon.com,21,3,Car & Vehicle Electronics,Car & Vehicle Electronics - Vehicle Electronics Accessories,316638.737609174,29599.270499721
amazon.com,21,3,"Patio, Lawn & Garden","Patio, Lawn & Garden - Outdoor Storage & Housing",1524325.64105374,37108.641862253
amazon.com,21,3,, - ,9779350.24688824,170675.294777133
amazon.com,22,1,Movies & TV,Movies & TV - Blu-ray,11271253.3516049,645372.731233419
amazon.com,22,1,Books,"Books - Cookbooks, Food & Wine",6520541.37611606,459096.866242785
amazon.com,22,1,Books,Books - Business & Money,13716993.4994525,598972.37764538
amazon.com,22,1,Home & Kitchen,Home & Kitchen - Kitchen & Dining,201954874.021954,15881460.1154778
amazon.com,22,1,Health & Household,Health & Household - Vision,5397100.36725606,601084.273802136
amazon.com,22,1,Home & Kitchen,Home & Kitchen - Event & Party Supplies,3491515.87659374,277358.698743158
amazon.com,22,1,Sports & Outdoors,Sports & Outdoors - Outdoor Recreation,44675599.6090981,2616433.17209937
amazon.com,22,1,Sports & Outdoors,N/A,5059940.74446672,292941.739105354
amazon.com,22,1,Handmade Products,Handmade Products - Beauty & Grooming,123023.076901655,7612.245051749
amazon.com,22,1,Health & Household,Health & Household - Sexual Wellness,10634891.4201802,786897.857126623
amazon.com,21,1,All Electronics,All Electronics - Deals,1441.122339959,34.709110004
amazon.com,22,1,Tools & Home Improvement,Tools & Home Improvement - Kitchen & Bath Fixtures,17420099.5193072,1310550.51213242
amazon.com,22,1,Pet Supplies,N/A,1627628.72894337,148423.530357163
amazon.com,22,1,Toys & Games,N/A,5748424.35465632,298081.434859256
amazon.com,22,1,Cell Phones & Accessories,Cell Phones & Accessories - Cell Phones,11262420.5174936,263557.694807565
amazon.com,22,1,Automotive,Automotive - RV Parts & Accessories,2244972.21575,153991.445026726
amazon.com,22,1,Automotive,Automotive - Car Care,5235642.52570789,481331.081544247
amazon.com,22,1,Tools & Home Improvement,"Tools & Home Improvement - Paint, Wall Treatments & Supplies",9448983.97188438,702196.295562497
amazon.com,22,1,Grocery & Gourmet Food,"Grocery & Gourmet Food - Dairy, Cheese & Eggs",4293553.12891702,8229221.46064504
amazon.com,22,1,Pet Supplies,Pet Supplies - Fish & Aquatic Pets,7685998.02831635,554000.141133231
amazon.com,22,1,Health & Household,Health & Household - Baby & Child Care,353631.664780696,35975.019200625
amazon.com,22,1,CDs & Vinyl,CDs & Vinyl - Broadway & Vocalists,135038.914296319,5424.925878948
amazon.com,22,1,Movies & TV,Movies & TV - Classics,13129.888543838,252.043186961
amazon.com,22,1,Movies & TV,Movies & TV - Movies,1231344.82016573,36757.125838979
amazon.com,22,1,Power & Hand Tools,Power & Hand Tools - Power Tool Parts & Accessories,1821553.20398175,198736.74723462
amazon.com,22,1,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Fabric",2313247.63617795,118141.688442299
amazon.com,22,1,Magazine Subscriptions,"Magazine Subscriptions - Travel, City & Regional",24429.550199747,1510.643528875
amazon.com,22,1,Industrial & Scientific,Industrial & Scientific - Industrial Hardware,1825293.23283969,157283.971399991
amazon.com,22,1,Industrial & Scientific,Industrial & Scientific - Science Education,500208.965979175,19995.42400405
amazon.com,22,1,Remote & App Controlled Vehicle Parts,Remote & App Controlled Vehicle Parts - Power Plant & Driveline Systems,180317.136002038,6658.813479152
amazon.com,22,1,Electronics,Electronics - Video Projectors,3123719.84720212,74960.677157922
amazon.com,22,1,Industrial & Scientific,Industrial & Scientific - Retail Store Fixtures & Equipment,409970.822896072,31789.874071876
amazon.com,22,1,Baby Products,Baby Products - Gifts,587821.13135351,51664.408354396
amazon.com,22,1,Pet Supplies,Pet Supplies - Pets 1st Subscribe and Save Offer,47904.199414487,7433.046943418
amazon.com,22,1,Automotive,Automotive - Oils & Fluids,2790538.97851698,247412.746604724
amazon.com,22,1,Pet Supplies,Pet Supplies - Hagen,3342.153447522,441.001857901
amazon.com,22,1,Appliances,"Appliances - Ranges, Ovens & Cooktops",730817.553858216,21591.574297262
amazon.com,22,1,Home & Kitchen,Home & Kitchen - Kids' Home Store,71935.874203814,5788.475922312
amazon.com,22,1,Software,N/A,55463.832212454,3114.110893797
amazon.com,22,1,Audible Books & Originals,Audible Books & Originals - Literature & Fiction,141564.071027196,3359.949511217
amazon.com,22,1,Handmade Products,Handmade Products - Handmade Wedding,195754.701926308,7900.102272356
amazon.com,22,1,Janitorial & Sanitation Supplies,Janitorial & Sanitation Supplies - Vacuums & Floor Cleaning Machines,61670.688614995,10146.524141003
amazon.com,22,1,Restaurant Appliances & Equipment,Restaurant Appliances & Equipment - Commercial Food Preparation Equipment,44243.745638629,5521.55428185
amazon.com,22,1,Magazine Subscriptions,"Magazine Subscriptions - Sports, Recreation & Outdoors",30477.25643812,2247.86852374
amazon.com,22,1,Toys & Games,Toys & Games - Hobbies,30636.406602288,996.69674633
amazon.com,22,1,Movies & TV,Movies & TV - Spanish Language,1909.801970013,69.975807576
amazon.com,22,1,Magazine Subscriptions,"Magazine Subscriptions - Arts, Music & Photography",11220.086573825,423.429686694
amazon.com,22,1,"Patio, Lawn & Garden","Patio, Lawn & Garden - Perky-Pet",1511.926559593,121.010677282
amazon.com,22,1,Audible Membership,Audible Membership - ,3740.028857942,16.097278392
amazon.com,22,1,Appliances,Appliances - Garbage Disposals & Compactors,3421.728529606,116.653827258
amazon.com,21,6,Books,Books - Children's Books,20500676.4746395,1746421.76396651
amazon.com,21,6,Books,Books - Literature & Fiction,28832630.3292913,1357488.15386516
amazon.com,21,6,Books,Books - Self-Help,4914837.52232814,236103.467274408
amazon.com,21,6,Movies & TV,Movies & TV - Musicals & Performing Arts,170855.816616185,8019.480281161
amazon.com,21,6,Books,Books - Reference,5099394.74755115,245846.636630515
amazon.com,21,6,Books,Books - Education & Teaching,3412099.96960972,153627.608521496
amazon.com,21,6,Movies & TV,Movies & TV - Studio Specials,2186085.94809788,131964.6337264
amazon.com,21,6,Books,Books - Engineering & Transportation,2981666.1003168,113958.326059006
amazon.com,21,6,Books,Books - Religion & Spirituality,5610689.38894989,248166.636321992
amazon.com,21,6,Books,Books - LGBTQ+ Books,782852.067720783,27639.552585581
amazon.com,21,6,Home & Kitchen,Home & Kitchen - Kitchen & Dining,204656368.06727,16147786.9640897
amazon.com,21,6,Musical Instruments,Musical Instruments - Instrument Accessories,8065562.53321433,731474.544826709
amazon.com,21,6,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Needlework",954007.3686781,64220.545525396
amazon.com,21,6,Grocery & Gourmet Food,"Grocery & Gourmet Food - Dairy, Cheese & Eggs",4463140.2648148,9209763.26876825
amazon.com,21,6,Beauty & Personal Care,Beauty & Personal Care - Oral Care,15358081.11088,2059873.99641153
amazon.com,21,6,Home & Kitchen,Home & Kitchen - Seasonal Décor,2738784.29965821,187853.649764177
amazon.com,21,6,Toys & Games,Toys & Games - Dolls & Accessories,5467610.74497375,276481.598018412
amazon.com,21,6,Tools & Home Improvement,"Tools & Home Improvement - Paint, Wall Treatments & Supplies",11877623.8404067,901309.247704837
amazon.com,21,6,Musical Instruments,N/A,440691.207976714,23400.416987153
amazon.com,21,6,Audible Books & Originals,Audible Books & Originals - Science Fiction & Fantasy,165240.485219947,2035.675504861
amazon.com,21,6,Toys & Games,Toys & Games - Puzzles,5207134.23927362,377758.738478207
amazon.com,21,6,Industrial & Scientific,Industrial & Scientific - Fasteners,4278657.91067708,435830.263633564
amazon.com,21,6,CDs & Vinyl,CDs & Vinyl - Dance & Electronic,354364.846645224,16879.975716983
amazon.com,21,6,Automotive,Automotive - Interior Accessories,17912532.798571,1279396.40695767
amazon.com,21,6,Gift Cards,Gift Cards - Gift Cards,7080109.3087173,1155467.91930954
amazon.com,21,6,Video Games,Video Games - Nintendo Switch,17455145.3385762,743107.675216489
amazon.com,21,6,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Boys",11762921.3377529,848733.439875079
amazon.com,21,6,Toys & Games,Toys & Games - Learning & Education,5094977.35351944,338270.047877134
amazon.com,21,6,Automotive,Automotive - RV Parts & Accessories,3854138.85712153,297291.936767074
amazon.com,21,6,Electronics,"Electronics - GPS, Finders & Accessories",6089190.4949946,315790.375724393
amazon.com,21,6,Grocery & Gourmet Food,Grocery & Gourmet Food - Fresh Flowers & Live Indoor Plants,560484.94442978,94916.351290088
amazon.com,21,6,Health & Household,Health & Household - Baby & Child Care,281814.765005836,27615.090519503
amazon.com,21,6,Industrial & Scientific,Industrial & Scientific - Lab & Scientific Products,3945406.71008171,369017.338300255
amazon.com,21,6,Electronics,Electronics - Home Audio,12751369.4056613,437377.423885625
amazon.com,21,6,Sports & Fitness,Sports & Fitness - Other Sports,2695.359070194,45.503233686
amazon.com,21,6,Toys & Games,"Toys & Games - Kids' Furniture, Décor & Storage",208665.714684183,14345.128102895
amazon.com,21,6,Janitorial & Sanitation Supplies,Janitorial & Sanitation Supplies - Vacuums & Floor Cleaning Machines,57276.380241622,8088.31983941
amazon.com,21,6,N/A,N/A,220683796.680581,10436556.8146023
amazon.com,21,6,Industrial & Scientific,Industrial & Scientific - Power Transmission Products,1491282.2766701,96537.332681965
amazon.com,21,6,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Scrapbooking & Stamping",4072762.42614838,310849.128895529
amazon.com,21,6,Camera & Photo,N/A,232100.364377814,9198.906275681
amazon.com,21,6,Office Electronics,Office Electronics - Printers & Accessories,28226.399151754,2381.621119076
amazon.com,21,6,Movies & TV,Movies & TV - Music Artists,94562.180712639,4405.080858441
amazon.com,21,6,Pet Supplies,Pet Supplies - Cat Food,2994.843411327,226.205269122
amazon.com,21,6,Movies & TV,Movies & TV - Docurama,4043.038605291,56.362222596
amazon.com,21,6,Software,Software - Business & Office,451472.64425749,25613.385619724
amazon.com,21,6,Software,Software - Photography & Graphic Design,245053.062131802,8175.177941383
amazon.com,21,1,Pet Supplies,Pet Supplies - Pet Profile Birthday Food Rewards,1741.356160784,124.390145133
amazon.com,21,1,Department,Department - Amazon Devices & Accessories,9847.669323054,696.028040481
amazon.com,21,1,Movies & TV,Movies & TV - Miniseries,4203.273491547,132.773655905
amazon.com,21,6,Toys & Games,Toys & Games - Grown-Up Toys,1572.292790946,61.230750081
amazon.com,21,6,Movies & TV,Movies & TV - 10-12 Years,5465.589225671,332.807358196
amazon.com,21,6,Pet Supplies,Pet Supplies - Cat Stocking Stuffers,12203.986901156,947.87411416
amazon.com,21,6,Health & Household,Health & Household - Vision Care,6663.526590202,662.327507788
amazon.com,21,6,Best Sellers,Best Sellers - Redeem Gift Cards,60420.965823515,10823.794927087
amazon.com,21,6,"Patio, Lawn & Garden","Patio, Lawn & Garden - V4 Customers Keep It - 50%",224.613255849,20.301126832
amazon.com,22,6,Tools & Home Improvement,Tools & Home Improvement - Safety & Security,19383222.4780706,1752990.98350405
amazon.com,22,6,Home & Kitchen,Home & Kitchen - Furniture,85128785.1355508,2930822.69712034
amazon.com,22,6,"Patio, Lawn & Garden","Patio, Lawn & Garden - Patio Furniture & Accessories",21654415.4275526,1066643.35196165
amazon.com,22,6,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry - Novelty & More",29048323.4449788,1549274.29375108
amazon.com,22,6,"Arts, Crafts & Sewing","Arts, Crafts & Sewing - Beading & Jewelry Making",7882767.96933227,572666.63483509
amazon.com,22,6,Beauty & Personal Care,"Beauty & Personal Care - Foot, Hand & Nail Care",14981727.2637554,1235293.18793797
amazon.com,22,6,"Patio, Lawn & Garden","Patio, Lawn & Garden - Gardening & Lawn Care",51606194.9014445,4676118.3693942
amazon.com,22,6,Sports & Outdoors,Sports & Outdoors - Outdoor Recreation,40452656.271667,2243997.94644609
amazon.com,22,6,Health & Household,Health & Household - Oral Care,11166618.201125,1599271.85531578
amazon.com,22,6,Electronics,Electronics - Camera & Photo,38436383.2899234,2118473.12910172
amazon.com,22,6,Video Games,Video Games - Nintendo Switch,10423364.9756287,447887.845522505
amazon.com,22,6,Industrial & Scientific,N/A,1150300.01971214,90989.785233243
amazon.com,22,6,Tools & Home Improvement,Tools & Home Improvement - Rough Plumbing,5673373.79990807,527052.004225346
amazon.com,22,6,Industrial & Scientific,Industrial & Scientific - Professional Medical Supplies,4407552.19701972,579382.569263671
amazon.com,22,6,"Patio, Lawn & Garden","Patio, Lawn & Garden - Outdoor Heating & Cooling",2107215.50466955,119566.340848611
amazon.com,22,6,Pet Supplies,Pet Supplies - Reptiles & Amphibians,1032671.65994304,78503.204834666
amazon.com,22,6,Video Games,Video Games - Legacy Systems,10228927.0525776,423004.873762807
amazon.com,22,6,Grocery & Gourmet Food,Grocery & Gourmet Food - Meat Substitutes,271159.703975182,301314.198623548
amazon.com,22,6,Car & Vehicle Electronics,Car & Vehicle Electronics - Vehicle Electronics Accessories,227883.001463119,20582.865811692
amazon.com,22,6,Toys & Games,Toys & Games - Baby & Toddler Toys,2638123.20607516,232411.160428852
amazon.com,22,6,Musical Instruments,Musical Instruments - Microphones & Accessories,6469120.87551022,391562.846502957
amazon.com,22,6,Movies & TV,Movies & TV - Blu-ray,10256754.0600752,596198.76454523
amazon.com,22,6,Automotive,N/A,1088764.58672845,71618.374808777
amazon.com,22,6,Toys & Games,Toys & Games - Vehicles,1846062.98951055,99586.457135158
amazon.com,22,6,CDs & Vinyl,CDs & Vinyl - Country,352533.949875148,24764.00651942
amazon.com,22,6,Baby,N/A,261415.862233115,19477.68041632
amazon.com,22,6,Baby Products,Baby Products - Gifts,513263.447440237,45092.884280563
amazon.com,22,6,Grocery & Gourmet Food,"Grocery & Gourmet Food - Dairy, Cheese & Eggs",170473.339307156,340731.883107189
amazon.com,22,6,Books,Books - Romance,976754.297873698,43047.342254086
amazon.com,22,6,Industrial & Scientific,Industrial & Scientific - Professional Dental Supplies,310661.765091671,30394.106990277
amazon.com,22,6,Magazine Subscriptions,Magazine Subscriptions - Home & Garden,103846.529557346,5491.16426985
amazon.com,22,1,Movies & TV,Movies & TV - Disc on Demand,29204.055124778,493.497787347
amazon.com,22,1,Books,Books - Advanced Search,1193.626231258,36.671747237
amazon.com,21,6,Books,Books - Arts & Photography,10937767.1068471,552194.181580869
amazon.com,21,6,Home & Kitchen,Home & Kitchen - Home Décor Products,2498522.98698453,161908.572647276
